1,000912
2,002796
3,003341
4,008100
5,003254
6,002862
7,008354
8,002818
9,000962
10,003300
11,008233
12,002988
13,003196
14,008225
15,008257
16,002801
17,003268
18,008406
19,003461
20,003132
21,003342
22,008295
23,002880
24,003272
25,008192
26,008093
27,001003
28,008227
29,008242
30,003343
31,003089
32,003482
33,003515
34,003289
35,003209
36,003486
37,002898
38,003497
39,002794
40,002888
41,000916
42,002948
43,008136
44,008304
45,008367
46,008441
47,002795
48,000970
49,008260
50,003340
51,003137
52,008221
53,008316
54,002950
55,008180
56,000927
57,008130
58,003243
59,000929
60,001005
61,008186
62,000834
63,008343
64,008261
65,002885
66,008177
67,002899
68,001001
69,003003
70,000965
71,002937
72,002748
73,008183
74,000845
75,003413
76,003366
77,002785
78,003129
79,003219
80,002756
81,002771
82,002945
83,008188
84,008286
85,003216
86,003509
87,003403
88,002944
89,002752
90,002761
91,000792
92,000830
93,000898
94,003472
95,000884
96,003337
97,000802
98,002987
99,008126
100,008359
101,008113
102,002839
103,002897
104,002804
105,000972
106,008349
107,003458
108,003071
109,003259
110,008107
111,008144
112,003082
113,003037
114,001006
115,008201
116,008235
117,001004
118,003191
119,008291
120,002884
121,008378
122,008313
123,008157
124,008351
125,003110
126,002736
127,002797
128,008265
129,003463
130,003377
131,003494
132,002844
133,000905
134,001008
135,002807
136,003327
137,002881
138,003387
139,003293
140,008214
141,003280
142,008287
143,008106
144,000879
145,003251
146,000931
147,002867
148,008206
149,003152
150,003198
151,003171
152,001002
153,003240
154,000813
155,002966
156,003499
157,003080
158,003432
159,000837
160,000964
161,000862
162,003516
163,008419
164,003100
165,001011
166,002896
167,008105
168,008255
169,003483
170,003425
171,001015
172,008350
173,000887
174,003153
175,002992
176,000999
177,003490
178,003345
179,000901
180,008172
181,003315
182,003023
183,003108
184,003176
185,008125
186,002782
187,002931
188,008410
189,008090
190,008422
191,002956
192,003061
193,003307
194,008278
195,008197
196,003517
197,008109
198,003020
199,003522
200,002767
201,002908
202,008363
203,003121
204,008181
205,008311
206,003402
207,003235
208,000951
209,000797
210,003424
211,000870
212,008096
213,002924
214,002901
215,000896
216,008154
217,008331
218,008426
219,000963
220,003510
221,002991
222,002949
223,003399
224,002791
225,003269
226,003297
227,003378
228,003028
229,002853
230,000864
231,008187
232,002913
233,003026
234,008430
235,008393
236,002833
237,003287
238,000996
239,008385
240,003231
241,002769
242,003167
243,002954
244,000841
245,008437
246,002829
247,003145
248,003503
249,003421
250,000844
251,003295
252,000854
253,008160
254,008213
255,003081
256,000861
257,008390
258,003500
259,002784
260,008271
261,002777
262,008326
263,003439
264,003232
265,003380
266,008333
267,003390
268,003114
269,008319
270,003371
271,003431
272,002729
273,002799
274,003244
275,002876
276,003022
277,008310
278,003049
279,002763
280,000928
281,002964
282,003250
283,002776
284,003350
285,002946
286,002982
287,003007
288,008171
289,008163
290,000983
291,008433
292,003005
293,003150
294,008309
295,008212
296,003105
297,000851
298,003292
299,002890
300,002975
301,002742
302,002846
303,003194
304,008128
305,008409
306,000840
307,008138
308,003393
309,000798
310,000971
311,003454
312,000867
313,008246
314,002814
315,003511
316,003270
317,002883
318,003274
319,008119
320,002811
321,008380
322,002886
323,008450
324,003469
325,003446
326,003087
327,003386
328,008102
329,002974
330,003090
331,008270
332,008388
333,008411
334,000790
335,008243
336,002894
337,003192
338,001016
339,002743
340,003091
341,003203
342,003383
343,003513
344,003379
345,003012
346,008421
347,008266
348,008372
349,003068
350,008356
351,003248
352,008116
353,008396
354,002792
355,000872
356,008147
357,003158
358,008209
359,002981
360,000990
361,003267
362,008143
363,002821
364,003072
365,000800
366,002848
367,002967
368,003442
369,000822
370,008371
371,008195
372,008089
373,003361
374,008399
375,002916
376,008135
377,008092
378,003323
379,008323
380,000899
381,002808
382,003151
383,008112
384,008391
385,003031
386,000959
387,000993
388,002842
389,003450
390,003106
391,003518
392,008222
393,003143
394,002969
395,003451
396,008443
397,002953
398,000850
399,003389
400,008400
401,008234
402,003213
403,008199
404,003329
405,008381
406,008386
407,003064
408,002806
409,003465
410,000908
411,002902
412,008339
413,000941
414,002727
415,008327
416,000957
417,003135
418,008413
419,003523
420,000793
421,008448
422,002779
423,000932
424,003117
425,002875
426,003512
427,008315
428,000839
429,008133
430,008169
431,000997
432,008401
433,002935
434,008088
435,003228
436,003459
437,008137
438,000825
439,008361
440,008407
441,000907
442,000882
443,008347
444,002930
445,002962
446,008272
447,008307
448,003506
449,003336
450,003288
451,000981
452,003352
453,003063
454,003290
455,000902
456,008115
457,000938
458,008314
459,002824
460,008453
461,008215
462,003488
463,001010
464,003466
465,000935
466,003155
467,003468
468,003493
469,008207
470,002860
471,003075
472,000888
473,003520
474,002841
475,003047
476,002919
477,003448
478,002866
479,008152
480,003214
481,002817
482,002835
483,008179
484,003111
485,002849
486,008328
487,008220
488,003223
489,003126
490,002757
491,008274
492,002749
493,000909
494,002730
495,000789
496,002912
497,003311
498,008174
499,002787
500,003333
501,003484
502,003019
503,000852
504,003496
505,000984
506,008155
507,002747
508,003199
509,003011
510,000911
511,003067
512,000917
513,000794
514,008292
515,008425
516,003093
517,008267
518,003384
519,003354
520,003476
521,000967
522,003034
523,003162
524,003052
525,003430
526,003205
527,002980
528,008149
529,000880
530,002915
531,003202
532,008253
533,008127
534,008345
535,003059
536,003306
537,003201
538,003242
539,003189
540,003427
541,000892
542,003303
543,008111
544,003369
545,002891
546,002925
547,008364
548,003338
549,008229
550,003414
551,008256
552,002762
553,002879
554,003321
555,003330
556,008394
557,003309
558,008438
559,002746
560,002834
561,002737
562,002754
563,003062
564,008252
565,002783
566,008284
567,002725
568,002957
569,002852
570,003249
571,008170
572,003001
573,002863
574,002889
575,000853
576,002871
577,002780
578,000913
579,003514
580,003396
581,000937
582,000982
583,008439
584,003473
585,008424
586,003435
587,003426
588,000974
589,003395
590,003036
591,008285
592,003086
593,002838
594,008358
595,003021
596,003385
597,002836
598,003193
599,008173
600,008395
601,008204
602,008250
603,002972
604,003054
605,008142
606,008282
607,008449
608,003138
609,003174
610,003166
611,008248
612,000849
613,002774
614,000808
615,003347
616,003489
617,003002
618,008098
619,008384
620,003447
621,002856
622,000803
623,002738
624,003437
625,003423
626,008404
627,008276
628,002932
629,003234
630,003147
631,003084
632,008325
633,003294
634,008317
635,000920
636,003392
637,003397
638,008312
639,008145
640,008302
641,008268
642,002995
643,002998
644,008118
645,000876
646,008376
647,000829
648,008369
649,003436
650,000824
651,003273
652,002976
653,002903
654,000969
655,002909
656,008238
657,008264
658,008086
659,002825
660,000936
661,003208
662,002877
663,003008
664,003388
665,002744
666,002861
667,002936
668,008374
669,002960
670,008203
671,008353
672,000889
673,002904
674,003507
675,003221
676,008355
677,002773
678,003238
679,002907
680,002923
681,008440
682,003212
683,003408
684,000878
685,000910
686,002927
687,008324
688,008344
689,003029
690,008228
691,003173
692,003301
693,003229
694,000868
695,003041
696,003048
697,008244
698,002826
699,003470
700,002963
701,002965
702,003161
703,003065
704,008432
705,008294
706,002986
707,002920
708,008141
709,003478
710,008305
711,003083
712,000979
713,003480
714,002843
715,003281
716,003422
717,008194
718,003410
719,003148
720,003257
721,002847
722,008418
723,003104
724,002854
725,008237
726,003477
727,008095
728,008191
729,003033
730,003265
731,003349
732,002973
733,003398
734,000923
735,003312
736,008360
737,008435
738,000881
739,000998
740,008148
741,000976
742,000866
743,003094
744,002997
745,003334
746,003521
747,008423
748,003102
749,008178
750,002832
751,008408
752,008290
753,003418
754,002735
755,002910
756,003123
757,008249
758,003401
759,002760
760,000804
761,003070
762,003501
763,002766
764,008280
765,002918
766,000828
767,003263
768,003101
769,008223
770,003115
771,008184
772,003314
773,003324
774,008124
775,002869
776,000885
777,003190
778,002750
779,008190
780,002977
781,003183
782,008414
783,000809
784,000796
785,008283
786,003142
787,003429
788,003109
789,003428
790,003157
791,003170
792,008348
793,008444
794,008205
795,002887
796,003320
797,002840
798,003118
799,003415
800,000985
801,008296
802,008200
803,003073
804,008108
805,000958
806,008167
807,003131
808,000795
809,003188
810,003050
811,002781
812,003215
813,008146
814,003078
815,003481
816,003016
817,000788
818,008446
819,003039
820,008087
821,003069
822,003045
823,008156
824,008262
825,003017
826,002768
827,008362
828,008277
829,003260
830,008318
831,000975
832,008099
833,000924
834,003236
835,000820
836,003420
837,000948
838,000859
839,003139
840,008084
841,003434
842,002983
843,003103
844,003112
845,000926
846,000848
847,000875
848,002732
849,003053
850,003085
851,008300
852,003508
853,003247
854,008165
855,008417
856,003097
857,002802
858,002809
859,003358
860,000821
861,003058
862,003275
863,000823
864,003455
865,008281
866,003492
867,000817
868,003282
869,000843
870,003079
871,002958
872,002914
873,000835
874,000787
875,003519
876,003040
877,003200
878,003291
879,008263
880,003140
881,000914
882,003204
883,002878
884,000810
885,002764
886,008306
887,003440
888,003316
889,002943
890,003241
891,003077
892,008202
893,008193
894,000815
895,003487
896,003335
897,002939
898,008140
899,002938
900,001017
901,003130
902,003317
903,003004
904,002882
905,008240
906,003382
907,008420
908,000895
909,003015
910,002874
911,008139
912,003471
913,003277
914,003127
915,008121
916,000842
917,008429
918,000812
919,001014
920,000977
921,003168
922,008330
923,008375
924,008175
925,003149
926,003074
927,003141
928,008336
929,008379
930,008159
931,008342
932,003310
933,003331
934,003299
935,008103
936,003044
937,008219
938,003179
939,002810
940,002865
941,002734
942,000966
943,003362
944,008382
945,008436
946,002940
947,003283
948,002775
949,003322
950,003449
951,003351
952,000831
953,000816
954,003184
955,000960
956,008368
957,008370
958,000995
959,003146
960,002870
961,008346
